application_id,client_id,source,branch,application_created_at,agreement_issued_at,status,agreement_id
420413,387702,WEB,Boda Call Centre,11/11/2022,,Cancelled,
420786,388089,WEB,Boda Prestige,11/11/2022,,Cancelled,
421926,389151,WEB,Boda Call Centre,14/11/2022,,Cancelled,
421832,389025,WEB,Boda Call Centre,14/11/2022,,Cancelled,
421599,388790,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
423555,390800,Customer Care,Boda Call Centre,17/11/2022,,Cancelled,
425984,30452,WEB,Boda Call Centre,22/11/2022,,Cancelled,
421786,366776,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
417416,150804,WEB,Boda Prestige,05/11/2022,,Cancelled,
430513,388972,Car Branch,Thika,02/12/2022,02/12/2022,Loan_Issued,91648
423493,390721,WEB,Boda Call Centre,17/11/2022,,Cancelled,
421560,388763,WEB,Boda Prestige,14/11/2022,,Cancelled,
421720,388904,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
421788,388978,WEB,Boda Prestige,14/11/2022,,Cancelled,
425989,30216,Customer Care,Boda Call Centre,22/11/2022,,Cancelled,
422984,390179,WEB,Boda Call Centre,16/11/2022,,Cancelled,
421582,115482,WEB,Boda Prestige,14/11/2022,,Cancelled,
421797,388984,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
417301,128099,Customer Care,Boda Call Centre,05/11/2022,,Cancelled,
427615,394537,Customer Care,Boda Call Centre,25/11/2022,,Cancelled,
432933,399476,Customer Care,Boda Call Centre,07/12/2022,,Cancelled,
421813,389006,WEB,Boda Call Centre,14/11/2022,,Cancelled,
425998,393038,WEB,Boda Call Centre,22/11/2022,,Cancelled,
423542,390775,WEB,Boda Prestige,17/11/2022,,Cancelled,
425971,201320,WEB,Boda Prestige,22/11/2022,,Cancelled,
421790,388972,Car Branch,Thika,14/11/2022,,Cancelled,
427837,394726,WEB,Boda Call Centre,26/11/2022,,Cancelled,
426005,393042,WEB,Boda Call Centre,22/11/2022,,Cancelled,
426036,393079,WEB,Boda Call Centre,22/11/2022,,Cancelled,
423546,390780,WEB,Boda Prestige,17/11/2022,,Cancelled,
421906,65175,WEB,Boda Call Centre,14/11/2022,,Cancelled,
423072,390301,WEB,Boda Call Centre,16/11/2022,,Cancelled,
419349,386616,WEB,Prestige Plaza,09/11/2022,14/11/2022,Loan_Issued,89520
421830,389021,Customer Care,Boda Call Centre,14/11/2022,,Cancelled,
425468,392556,WEB,Boda Prestige,21/11/2022,,Cancelled,
424586,391775,WEB,Boda Call Centre,19/11/2022,,Cancelled,
430594,397296,Customer Care,Boda Call Centre,02/12/2022,,Cancelled,
423551,390791,Customer Care,Boda Call Centre,17/11/2022,,Cancelled,
423658,390924,WEB,Boda Prestige,17/11/2022,,Cancelled,
423256,271543,Customer Care,Boda Call Centre,16/11/2022,,Cancelled,
425234,392283,WEB,Boda Prestige,21/11/2022,,Cancelled,
437725,403252,Customer Care,Boda Call Centre,16/12/2022,,Cancelled,
421907,389120,WEB,Boda Call Centre,14/11/2022,,Cancelled,
432901,194721,WEB,Boda Prestige,07/12/2022,,Cancelled,
426046,393089,WEB,Boda Call Centre,22/11/2022,,Cancelled,
421910,389123,WEB,Boda Call Centre,14/11/2022,,Cancelled,
422888,390081,WEB,Boda Call Centre,16/11/2022,,Cancelled,
430604,369899,Customer Care,Boda Call Centre,02/12/2022,,Cancelled,
425142,392177,WEB,Boda Kisii,21/11/2022,,Cancelled,
425157,392196,WEB,Boda Prestige,21/11/2022,,Cancelled,
423459,390694,WEB,Boda Call Centre,17/11/2022,,Cancelled,
423628,390895,WEB,Boda Prestige,17/11/2022,,Cancelled,
422666,389900,WEB,Boda Call Centre,15/11/2022,,Cancelled,
423643,311269,Customer Care,Prestige Plaza,17/11/2022,17/11/2022,Loan_Issued,90290
423002,390203,WEB,Boda Call Centre,16/11/2022,,Cancelled,
425831,392866,WEB,Boda Prestige,22/11/2022,,Cancelled,
426529,393512,Customer Care,Boda Call Centre,23/11/2022,,Cancelled,
423004,390206,WEB,Boda Call Centre,16/11/2022,,Cancelled,
456047,88464,Customer Care,Boda Call Centre,20/01/2023,,New,
423017,390226,WEB,Boda Call Centre,16/11/2022,,Cancelled,
423761,391035,WEB,Boda Call Centre,17/11/2022,,Cancelled,
425725,49117,WEB,Boda Prestige,22/11/2022,,Cancelled,
430655,47602,WEB,Boda Call Centre,02/12/2022,,Cancelled,
440351,405474,WEB,Boda Prestige,21/12/2022,,Cancelled,
423693,390970,WEB,Boda Call Centre,17/11/2022,,Cancelled,
425619,392678,WEB,Boda Prestige,22/11/2022,,Cancelled,
425126,392165,Customer Care,Boda Call Centre,21/11/2022,,Cancelled,
426054,30216,Customer Care,Prestige Plaza,22/11/2022,23/11/2022,Loan_Issued,90803
423704,390982,WEB,Boda Call Centre,17/11/2022,,Cancelled,
424540,391741,WEB,Boda Prestige,19/11/2022,,Cancelled,
426338,393323,Customer Care,Boda Call Centre,23/11/2022,,Cancelled,
426345,393333,WEB,Boda Prestige,23/11/2022,,Cancelled,
420097,387343,Customer Care,Boda Call Centre,10/11/2022,,Cancelled,
425876,378731,Customer Care,CBD ,22/11/2022,23/11/2022,Loan_Issued,90836
426388,387343,Customer Care,Prestige Plaza,23/11/2022,23/11/2022,Loan_Issued,90802
450959,413933,WEB,Boda Call Centre,10/01/2023,,Collect_Info_Docs,
437709,403240,WEB,Boda Prestige,16/12/2022,,Cancelled,
428409,395210,WEB,Boda Call Centre,28/11/2022,,Cancelled,
443062,407529,Marketing Activation,Prestige Plaza,28/12/2022,,Cancelled,
426310,149973,WEB,Boda Call Centre,23/11/2022,,Cancelled,
428415,395218,Car Branch,CBD ,28/11/2022,,Cancelled,
426323,329225,WEB,Boda Call Centre,23/11/2022,,Cancelled,
455668,416140,Customer Care,Boda Call Centre,19/01/2023,,Vehicle_Valuation,
426370,393355,Customer Care,Boda Call Centre,23/11/2022,24/11/2022,Loan_Issued,90844
453731,416186,WEB,Boda Call Centre,16/01/2023,,Collect_Info_Docs,
432997,399540,WEB,Boda Call Centre,07/12/2022,,Cancelled,
456076,353589,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
422866,390065,WEB,Boda Prestige,16/11/2022,,Cancelled,
423132,390385,Customer Care,Boda Call Centre,16/11/2022,,Cancelled,
426382,392489,WEB,Boda Prestige,23/11/2022,,Cancelled,
425908,392945,Customer Care,Boda Call Centre,22/11/2022,,Cancelled,
424083,391295,WEB,Boda Call Centre,18/11/2022,,Cancelled,
424035,391251,WEB,Boda Call Centre,18/11/2022,,Cancelled,
456080,418144,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
423886,391133,WEB,Boda Prestige,18/11/2022,,Cancelled,
456090,32313,WEB,Boda Prestige,20/01/2023,,Cancelled,
423909,391148,WEB,Boda Call Centre,18/11/2022,,Cancelled,
415718,383187,WEB,Boda Prestige,02/11/2022,,Cancelled,
414857,382604,WEB,Boda Prestige,01/11/2022,,Cancelled,
430701,397418,WEB,Boda Call Centre,02/12/2022,,Cancelled,
408967,376838,WEB,Boda Prestige,18/10/2022,,Cancelled,
423941,391179,WEB,Boda Call Centre,18/11/2022,,Cancelled,
430622,397319,WEB,CBD ,02/12/2022,02/12/2022,Loan_Issued,91701
424022,391238,WEB,Boda Call Centre,18/11/2022,,Cancelled,
426424,393424,Customer Care,Prestige Plaza,23/11/2022,24/11/2022,Loan_Issued,90833
418314,38594,WEB,Boda Prestige,07/11/2022,,Cancelled,
424111,391324,WEB,Boda Call Centre,18/11/2022,,Cancelled,
418992,386312,WEB,Boda Prestige,08/11/2022,,Cancelled,
424057,391271,WEB,Boda Call Centre,18/11/2022,,Cancelled,
423971,391199,WEB,Boda Call Centre,18/11/2022,,Cancelled,
455516,391497,WEB,Boda Prestige,19/01/2023,,Cancelled,
423914,391150,WEB,Boda Call Centre,18/11/2022,,Cancelled,
428458,395218,Car Branch,Prestige Plaza,28/11/2022,28/11/2022,Loan_Issued,91166
425678,191247,Customer Care,Boda Call Centre,22/11/2022,,Cancelled,
423986,391209,WEB,Boda Call Centre,18/11/2022,,Cancelled,
426593,393574,WEB,Boda Call Centre,23/11/2022,,Cancelled,
430052,396808,WEB,Boda Call Centre,01/12/2022,,Cancelled,
430712,397429,Customer Care,Boda Call Centre,02/12/2022,,Cancelled,
426458,393458,WEB,Boda Kisii,23/11/2022,,Cancelled,
426577,393560,WEB,Boda Call Centre,23/11/2022,,Cancelled,
423922,391158,WEB,CBD ,18/11/2022,21/11/2022,Loan_Issued,90553
442816,406645,WEB,Boda Prestige,28/12/2022,,Cancelled,
423930,391165,WEB,Boda Call Centre,18/11/2022,,Cancelled,
426482,259679,WEB,Boda Call Centre,23/11/2022,,Cancelled,
424044,378301,WEB,Boda Call Centre,18/11/2022,,Cancelled,
423957,4902,WEB,Boda Call Centre,18/11/2022,,Cancelled,
433021,6331,WEB,Boda Prestige,07/12/2022,,Cancelled,
426500,15905,WEB,Boda Prestige,23/11/2022,,Cancelled,
423267,9897,Agents,Boda Outer Nairobi,16/11/2022,,Cancelled,
439725,404945,WEB,Boda Call Centre,20/12/2022,,Cancelled,
422950,390146,WEB,Boda Prestige,16/11/2022,,Cancelled,
433033,44022,WEB,Boda Call Centre,07/12/2022,,Cancelled,
433027,399582,WEB,Boda Prestige,07/12/2022,,Cancelled,
423950,391186,WEB,Boda Call Centre,18/11/2022,,Cancelled,
443114,407585,WEB,Boda Call Centre,28/12/2022,,Cancelled,
428474,395279,WEB,Boda Call Centre,28/11/2022,,Cancelled,
424108,391321,WEB,CBD ,18/11/2022,25/11/2022,Loan_Issued,90933
423964,391194,WEB,Boda Call Centre,18/11/2022,,Cancelled,
448776,412180,WEB,Boda Call Centre,06/01/2023,,Collect_Info_Docs,
426586,393567,WEB,Boda Call Centre,23/11/2022,,Cancelled,
456086,120823,WEB,Boda Kisii,20/01/2023,,Collect_Info_Docs,
418952,134091,Customer Care,CBD ,08/11/2022,18/11/2022,Loan_Issued,90333
422566,389794,WEB,Boda Prestige,15/11/2022,,Cancelled,
424099,391309,WEB,CBD ,18/11/2022,21/11/2022,Loan_Issued,90507
437735,403263,WEB,Boda Prestige,16/12/2022,,Cancelled,
424159,391372,WEB,Boda Call Centre,18/11/2022,,Cancelled,
423991,52376,WEB,Boda Prestige,18/11/2022,,Cancelled,
424019,391234,WEB,Boda Call Centre,18/11/2022,,Cancelled,
424299,391530,WEB,Boda Prestige,18/11/2022,,Cancelled,
433036,399591,WEB,Boda Prestige,07/12/2022,,Cancelled,
426716,393671,WEB,Boda Prestige,24/11/2022,,Cancelled,
425704,390895,WEB,Boda Prestige,22/11/2022,,Cancelled,
426807,393739,Customer Care,Boda Call Centre,24/11/2022,,Cancelled,
424026,391243,WEB,Boda Call Centre,18/11/2022,,Cancelled,
424128,391341,WEB,Boda Call Centre,18/11/2022,,Cancelled,
424996,392069,WEB,Boda Prestige,21/11/2022,,Cancelled,
456093,418152,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
424053,390217,Customer Care,Boda Call Centre,18/11/2022,,Cancelled,
426801,393734,WEB,Boda Call Centre,24/11/2022,,Cancelled,
424114,391327,WEB,Boda Call Centre,18/11/2022,,Cancelled,
426724,393678,WEB,Boda Call Centre,24/11/2022,,Cancelled,
411917,379793,Customer Care,Boda Call Centre,25/10/2022,,Cancelled,
440211,405335,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
426862,393789,WEB,Boda Call Centre,24/11/2022,,Cancelled,
426974,393904,WEB,Boda Call Centre,24/11/2022,,Cancelled,
422170,381516,WEB,Boda Prestige,15/11/2022,,Cancelled,
426935,393869,WEB,Boda Prestige,24/11/2022,,Cancelled,
427065,394007,WEB,Boda Call Centre,24/11/2022,,Cancelled,
456101,418159,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
426922,393857,WEB,Boda Prestige,24/11/2022,,Cancelled,
427034,393974,WEB,Boda Call Centre,24/11/2022,,Cancelled,
448713,412129,WEB,Boda Call Centre,06/01/2023,,Cancelled,
446125,376283,Customer Care,Boda Call Centre,03/01/2023,,Cancelled,
440182,265224,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
433051,60695,WEB,Boda Prestige,07/12/2022,,Cancelled,
427055,393995,Customer Care,Boda Call Centre,24/11/2022,,Cancelled,
439918,405073,WEB,Boda Kisii,21/12/2022,,Cancelled,
428544,220234,WEB,Boda Prestige,28/11/2022,,Cancelled,
432950,399488,WEB,Boda Call Centre,07/12/2022,,Cancelled,
426778,27185,WEB,Boda Call Centre,24/11/2022,,Cancelled,
428459,395261,Customer Care,Boda Call Centre,28/11/2022,,Cancelled,
428551,395360,Customer Care,Boda Call Centre,28/11/2022,,Cancelled,
439629,404845,Customer Care,Boda Call Centre,20/12/2022,,Vehicle_Valuation,
427043,393983,WEB,Boda Call Centre,24/11/2022,,Cancelled,
446118,409929,Car Branch,CBD ,03/01/2023,,Cancelled,
414279,228117,Customer Care,Boda Call Centre,31/10/2022,,Cancelled,
433066,399616,WEB,Boda Prestige,07/12/2022,,Cancelled,
428575,395401,WEB,Boda Call Centre,28/11/2022,,Cancelled,
429520,396312,WEB,CBD ,30/11/2022,02/12/2022,Loan_Issued,91718
427172,393974,Customer Care,Boda Call Centre,25/11/2022,,Cancelled,
442838,325545,WEB,Boda Prestige,28/12/2022,,Cancelled,
428589,395413,WEB,Boda Prestige,28/11/2022,,Cancelled,
428592,395416,Customer Care,Boda Call Centre,28/11/2022,,Cancelled,
428240,365666,Customer Care,Prestige Plaza,28/11/2022,03/12/2022,Loan_Issued,91750
437910,403255,WEB,Prestige Plaza,16/12/2022,17/12/2022,Loan_Issued,93169
426899,393830,WEB,Boda Prestige,24/11/2022,,Cancelled,
432857,399405,Customer Care,Boda Call Centre,07/12/2022,,Cancelled,
427058,393999,WEB,Boda Call Centre,24/11/2022,,Cancelled,
415466,382975,Customer Care,Boda Call Centre,02/11/2022,,Cancelled,
440131,405252,WEB,Boda Prestige,21/12/2022,,Cancelled,
428629,395455,Marketing Activation,CBD ,28/11/2022,,Cancelled,
437925,89187,WEB,Boda Prestige,16/12/2022,,Cancelled,
440226,405351,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
430811,397538,Customer Care,Boda Call Centre,02/12/2022,,Cancelled,
430771,397496,WEB,Boda Call Centre,02/12/2022,,Cancelled,
426958,393888,WEB,Boda Call Centre,24/11/2022,,Cancelled,
428649,395480,Car Branch,CBD ,28/11/2022,,Cancelled,
431013,397699,Customer Care,Boda Call Centre,03/12/2022,,Cancelled,
428616,395441,WEB,Boda Prestige,28/11/2022,,Cancelled,
427060,394001,WEB,Boda Call Centre,24/11/2022,,Cancelled,
440244,405368,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
430269,397026,Customer Care,Boda Call Centre,01/12/2022,,Cancelled,
427017,393952,WEB,Boda Call Centre,24/11/2022,,Cancelled,
430787,397514,WEB,Boda Call Centre,02/12/2022,,Cancelled,
428984,395767,WEB,Boda Prestige,29/11/2022,,Cancelled,
429905,395808,Customer Care,Boda Call Centre,01/12/2022,,Cancelled,
430670,397381,WEB,Boda Call Centre,02/12/2022,,Cancelled,
427041,393979,WEB,Boda Call Centre,24/11/2022,,Cancelled,
432749,399319,WEB,CBD ,07/12/2022,16/12/2022,Loan_Issued,92219
427035,393975,WEB,Boda Call Centre,24/11/2022,,Cancelled,
427033,173977,WEB,Boda Prestige,24/11/2022,,Cancelled,
446419,410185,WEB,Boda Call Centre,03/01/2023,,Cancelled,
428845,395639,WEB,Boda Prestige,29/11/2022,,Cancelled,
429056,395865,WEB,Boda Prestige,29/11/2022,,Cancelled,
428820,101830,WEB,Boda Prestige,29/11/2022,,Cancelled,
428814,395618,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
428851,102389,WEB,Boda Outer Nairobi,29/11/2022,,Cancelled,
429973,396727,WEB,Boda Call Centre,01/12/2022,,Cancelled,
440234,405359,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
431059,179395,WEB,Boda Call Centre,03/12/2022,,Cancelled,
428810,395615,WEB,Boda Prestige,29/11/2022,,Cancelled,
433061,399612,Car Branch,Thika,07/12/2022,,Cancelled,
430738,397461,WEB,Boda Call Centre,02/12/2022,,Cancelled,
428963,395749,WEB,Boda Prestige,29/11/2022,,Cancelled,
430227,396985,WEB,Boda Call Centre,01/12/2022,,Cancelled,
455727,417893,Customer Care,Boda Call Centre,19/01/2023,,Cancelled,
428831,395629,WEB,Boda Prestige,29/11/2022,,Cancelled,
423068,390294,WEB,Boda Call Centre,16/11/2022,,Cancelled,
429195,396024,WEB,Boda Call Centre,29/11/2022,,Cancelled,
428910,395689,WEB,Boda Call Centre,29/11/2022,,Cancelled,
456130,418183,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
456097,418155,WEB,Boda Call Centre,20/01/2023,,Collect_Info_Docs,
429980,383461,Customer Care,Boda Call Centre,01/12/2022,,Cancelled,
430248,397004,Customer Care,Boda Call Centre,01/12/2022,,Cancelled,
430047,396803,WEB,Boda Call Centre,01/12/2022,,Cancelled,
429954,396714,WEB,Boda Call Centre,01/12/2022,,Cancelled,
440278,405409,WEB,Boda Call Centre,21/12/2022,,Vehicle_Valuation,
435706,401456,WEB,CBD ,13/12/2022,13/12/2022,Loan_Issued,92643
428870,363504,WEB,Prestige Plaza,29/11/2022,29/11/2022,Loan_Issued,91244
430158,396912,WEB,Boda Call Centre,01/12/2022,,Cancelled,
429276,301898,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
430220,396978,WEB,Boda Call Centre,01/12/2022,,Cancelled,
430556,394520,Customer Care,Boda Call Centre,02/12/2022,,Cancelled,
428114,394966,Customer Care,Boda Call Centre,27/11/2022,,Cancelled,
428389,312824,WEB,Boda Call Centre,28/11/2022,,Cancelled,
426594,393577,WEB,Boda Call Centre,23/11/2022,,Cancelled,
428861,395646,WEB,Boda Prestige,29/11/2022,,Cancelled,
429635,396432,WEB,Boda Call Centre,30/11/2022,,Cancelled,
429920,396688,WEB,Boda Call Centre,01/12/2022,,Cancelled,
419569,146923,Customer Care,Boda Call Centre,09/11/2022,,Cancelled,
429942,240950,WEB,Boda Call Centre,01/12/2022,,Cancelled,
425343,392420,Customer Care,Boda Call Centre,21/11/2022,,Cancelled,
427496,394407,WEB,Boda Call Centre,25/11/2022,,Cancelled,
429246,396065,WEB,Boda Prestige,29/11/2022,,Cancelled,
428926,3985,WEB,Boda Prestige,29/11/2022,,Cancelled,
428877,395657,WEB,Boda Prestige,29/11/2022,,Cancelled,
456121,418177,Customer Care,Boda Call Centre,20/01/2023,,Collect_Info_Docs,
456134,418188,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
429794,71045,Customer Care,Boda Call Centre,30/11/2022,,Cancelled,
456137,31561,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
427474,369381,WEB,Boda Prestige,25/11/2022,,Cancelled,
429139,389321,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
448839,412240,Customer Care,Boda Call Centre,06/01/2023,,Cancelled,
429173,395996,WEB,Boda Call Centre,29/11/2022,,Cancelled,
425129,392168,WEB,Boda Prestige,21/11/2022,,Cancelled,
428826,392196,WEB,Boda Prestige,29/11/2022,,Cancelled,
429006,194313,WEB,Boda Prestige,29/11/2022,,Cancelled,
440292,405427,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
433099,399660,WEB,Boda Prestige,07/12/2022,,Cancelled,
428944,395727,WEB,Boda Prestige,29/11/2022,,Cancelled,
440035,364821,WEB,CBD ,21/12/2022,21/12/2022,Loan_Issued,93699
440203,405325,WEB,Boda Call Centre,21/12/2022,,Collect_Info_Docs,
427489,394398,Customer Care,CBD ,25/11/2022,29/11/2022,Loan_Issued,91284
429205,396031,WEB,Boda Prestige,29/11/2022,,Cancelled,
428341,378922,WEB,Boda Prestige,28/11/2022,,Cancelled,
433084,399636,WEB,Boda Prestige,07/12/2022,,Cancelled,
431620,398193,WEB,Boda Prestige,05/12/2022,,Cancelled,
433088,399644,WEB,Boda Prestige,07/12/2022,,Cancelled,
440172,16343,WEB,Boda Prestige,21/12/2022,,Cancelled,
429387,396183,WEB,CBD ,30/11/2022,01/12/2022,Loan_Issued,91561
448511,313321,WEB,Boda Call Centre,06/01/2023,,Cancelled,
429128,395940,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
440222,405349,WEB,Boda Prestige,21/12/2022,,Cancelled,
429015,395808,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
437280,4816,WEB,Boda Prestige,15/12/2022,,Cancelled,
429416,396213,WEB,Boda Call Centre,30/11/2022,,Cancelled,
429037,395846,WEB,Boda Prestige,29/11/2022,,Cancelled,
429453,396247,WEB,CBD ,30/11/2022,01/12/2022,Loan_Issued,91557
438229,271888,WEB,Boda Prestige,17/12/2022,,Cancelled,
437881,403396,WEB,Boda Prestige,16/12/2022,,Cancelled,
429198,396027,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
432772,399334,WEB,Boda Call Centre,07/12/2022,,Cancelled,
430148,396900,WEB,Boda Call Centre,01/12/2022,,Cancelled,
456146,418197,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
432795,399356,WEB,Boda Call Centre,07/12/2022,,Cancelled,
437244,402865,WEB,Boda Prestige,15/12/2022,,Cancelled,
431789,398380,WEB,Boda Call Centre,05/12/2022,,Cancelled,
431865,398418,Customer Care,Boda Call Centre,05/12/2022,,Cancelled,
431689,174788,WEB,Boda Prestige,05/12/2022,,Cancelled,
431558,398145,WEB,Boda Prestige,05/12/2022,,Cancelled,
428962,395747,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
432731,353776,WEB,Boda Call Centre,07/12/2022,,Cancelled,
433379,399888,WEB,Boda Prestige,08/12/2022,,Cancelled,
429430,170486,WEB,Boda Call Centre,30/11/2022,,Cancelled,
456150,418202,WEB,Boda Prestige,20/01/2023,,Collect_Info_Docs,
431601,398181,WEB,Boda Prestige,05/12/2022,,Cancelled,
438239,403681,Car Branch,Kitengela,17/12/2022,,Cancelled,
431607,398185,WEB,Boda Prestige,05/12/2022,,Cancelled,
428842,395637,Agents,CBD ,29/11/2022,30/11/2022,Loan_Issued,91305
429255,396080,Customer Care,Boda Call Centre,29/11/2022,,Cancelled,
428822,395625,Customer Care,Kitengela,29/11/2022,30/11/2022,Loan_Issued,91308
431582,398168,Agents,Boda Outer Nairobi,05/12/2022,13/12/2022,Loan_Issued,92659
431623,398196,WEB,Boda Prestige,05/12/2022,,Cancelled,
432827,399126,Walk-in,Boda Prestige,07/12/2022,,Cancelled,
438271,403712,Customer Care,Boda Call Centre,17/12/2022,,Cancelled,
430222,396980,Customer Care,Boda Call Centre,01/12/2022,,Cancelled,
432161,8674,WEB,Boda Prestige,06/12/2022,,Cancelled,
428561,395372,WEB,Boda Prestige,28/11/2022,,Cancelled,
429474,395865,WEB,Boda Prestige,30/11/2022,,Cancelled,
456058,417229,WEB,Boda Prestige,20/01/2023,,Cancelled,
438267,403708,WEB,Boda Prestige,17/12/2022,,Cancelled,
433306,399825,WEB,Boda Prestige,08/12/2022,,Cancelled,
454876,417199,WEB,Boda Prestige,18/01/2023,,Vehicle_Valuation,
439374,379365,WEB,Boda Call Centre,20/12/2022,,Vehicle_Valuation,
430988,397678,WEB,Boda Call Centre,03/12/2022,,Cancelled,
438205,389516,WEB,Boda Prestige,17/12/2022,,Cancelled,
429457,394520,WEB,Boda Prestige,30/11/2022,,Cancelled,
431696,194721,WEB,Boda Prestige,05/12/2022,,Cancelled,
455906,418045,WEB,Boda Prestige,19/01/2023,,Cancelled,
438287,403731,WEB,Boda Prestige,17/12/2022,,Cancelled,
431743,398321,WEB,Boda Prestige,05/12/2022,,Cancelled,
433319,399833,WEB,Boda Prestige,08/12/2022,,Cancelled,
438299,403740,WEB,Boda Prestige,17/12/2022,,Cancelled,
432498,399104,WEB,CBD ,06/12/2022,08/12/2022,Loan_Issued,92200
433330,399838,WEB,Boda Prestige,08/12/2022,,Cancelled,
438307,403745,WEB,Boda Prestige,17/12/2022,,Cancelled,
429631,396425,Customer Care,Boda Call Centre,30/11/2022,,Cancelled,
438310,403749,Customer Care,Boda Call Centre,17/12/2022,,Cancelled,
422842,390047,WEB,Boda Call Centre,16/11/2022,,Cancelled,
439701,254909,WEB,Boda Prestige,20/12/2022,,Cancelled,
431850,201320,Customer Care,Boda Call Centre,05/12/2022,,Cancelled,
449003,412340,Customer Care,Boda Call Centre,07/01/2023,,Cancelled,
440149,405266,WEB,Boda Prestige,21/12/2022,,Cancelled,
438241,203947,WEB,Boda Prestige,17/12/2022,,Cancelled,
433358,399867,WEB,Boda Prestige,08/12/2022,,Cancelled,
431776,398361,WEB,Boda Call Centre,05/12/2022,,Cancelled,
431748,398326,WEB,Boda Call Centre,05/12/2022,,Cancelled,
432040,398418,Customer Care,Boda Call Centre,05/12/2022,,Cancelled,
433123,399677,WEB,Prestige Plaza,07/12/2022,08/12/2022,Loan_Issued,92291
439672,311349,WEB,Boda Prestige,20/12/2022,,Cancelled,
438333,403772,Customer Care,Boda Call Centre,17/12/2022,,Cancelled,
431783,398376,WEB,Boda Prestige,05/12/2022,,Cancelled,
439745,404964,WEB,Boda Prestige,20/12/2022,,Cancelled,
433400,399905,WEB,Boda Prestige,08/12/2022,,Cancelled,
437816,403344,WEB,Boda Prestige,16/12/2022,,Cancelled,
448495,411914,WEB,Boda Call Centre,06/01/2023,,Collect_Info_Docs,
439435,219665,Customer Care,Boda Call Centre,20/12/2022,,Vehicle_Valuation,
440606,46384,WEB,Boda Call Centre,22/12/2022,,Collect_Info_Docs,
435837,401762,WEB,Boda Prestige,13/12/2022,,Cancelled,
433193,191247,Customer Care,Boda Call Centre,07/12/2022,,Cancelled,
456179,418228,WEB,Boda Call Centre,20/01/2023,,Collect_Info_Docs,
439654,404876,WEB,Boda Prestige,20/12/2022,,Cancelled,
433636,400104,Customer Care,Boda Call Centre,08/12/2022,,Cancelled,
431839,365237,Customer Care,Prestige Plaza,05/12/2022,07/12/2022,Loan_Issued,91898
433446,399951,WEB,Boda Prestige,08/12/2022,,Cancelled,
440123,405244,WEB,Boda Call Centre,21/12/2022,,Cancelled,
440536,405597,WEB,Boda Call Centre,22/12/2022,,Collect_Info_Docs,
432376,398944,WEB,Boda Prestige,06/12/2022,,Cancelled,
432378,398945,Customer Care,Boda Call Centre,06/12/2022,,Cancelled,
432360,68515,WEB,Boda Prestige,06/12/2022,,Cancelled,
432237,398809,WEB,Boda Call Centre,06/12/2022,,Cancelled,
432108,398703,WEB,Boda Prestige,06/12/2022,,Cancelled,
431912,398533,Customer Care,Boda Call Centre,05/12/2022,07/12/2022,Loan_Issued,92255
440250,405374,WEB,Boda Prestige,21/12/2022,,Cancelled,
431922,368214,WEB,Boda Call Centre,05/12/2022,,Cancelled,
440274,405406,WEB,Boda Prestige,21/12/2022,,Vehicle_Valuation,
439936,405085,WEB,Boda Prestige,21/12/2022,,Cancelled,
456189,418234,WEB,Boda Call Centre,20/01/2023,,Collect_Info_Docs,
433776,400215,Customer Care,Boda Call Centre,08/12/2022,,Cancelled,
439710,404936,WEB,Boda Prestige,20/12/2022,,Cancelled,
432700,399279,WEB,Boda Prestige,07/12/2022,,Cancelled,
439688,404916,WEB,Boda Prestige,20/12/2022,,Cancelled,
416943,362783,Customer Care,Boda Call Centre,04/11/2022,,Cancelled,
432836,399387,WEB,Boda Prestige,07/12/2022,,Cancelled,
439543,402648,WEB,Boda Prestige,20/12/2022,,Cancelled,
433493,399981,WEB,Boda Prestige,08/12/2022,,Cancelled,
432115,398708,WEB,Boda Prestige,06/12/2022,,Cancelled,
